loan_id,origination_date,vintage,months_on_book,fico_score,income,debt_to_income,num_open_trades,utilization_rate,inquiries_last_6m,loan_amount,term,apr,channel,product_type,employment_length,state,age,days_past_due_current,total_payments_to_date,sample_weight,default_12m
LOAN_026080,2023-01-01,202301,11,728,130282,0.0577,6,0.7828,5,18182,60,18.92,Direct,Auto,6,Other,35,0,16466.12,0.8951,0
LOAN_026081,2024-05-01,202405,4,701,74593,0.1305,11,0.8178,4,44442,36,13.91,Direct,Personal,23,Other,44,0,25183.42,0.9673,0
LOAN_026082,2021-03-01,202103,19,632,29480,0.3047,4,0.4481,2,31814,36,13.83,Direct,Personal,9,TX,30,0,20187.67,0.9053,0
LOAN_026083,2022-01-01,202201,15,616,-1,0.2042,7,0.1334,2,17009,36,23.65,Direct,Home_Improvement,13,TX,67,0,8696.8,0.8759,0
LOAN_026084,2023-07-01,202307,2,557,52610,0.3042,4,0.7656,5,3568,36,10.6,Mail,Debt_Consolidation,0,Other,54,0,3045.28,1.089,0
LOAN_026085,2022-01-01,202201,15,575,91858,0.6385,4,0.8641,3,27397,36,3.0,Direct,Personal,22,FL,36,0,24383.21,1.1049,0
LOAN_026086,2024-05-01,202405,10,595,69432,0.0966,5,0.5622,2,39473,36,3.0,Partner,Auto,25,Other,36,15,25430.07,0.8662,0
LOAN_026087,2022-06-01,202206,13,772,53935,0.5623,8,0.8875,2,29972,60,11.96,Direct,Home_Improvement,29,Other,59,0,15789.06,0.8802,0
LOAN_026088,2024-01-01,202401,21,770,54436,0.3499,8,0.4051,1,43225,36,3.0,Direct,Business,23,Other,55,0,24184.87,1.0551,0
LOAN_026089,2024-07-01,202407,21,632,21504,0.5492,8,0.39,2,28079,60,12.25,Partner,Home_Improvement,28,FL,45,0,23539.39,1.0719,0
LOAN_026090,2023-10-01,202310,12,724,35251,0.2221,12,0.1696,1,10100,36,8.54,Partner,Debt_Consolidation,17,Other,51,0,9146.66,1.0553,0
LOAN_026091,2022-05-01,202205,10,697,33879,0.3542,8,0.2236,2,23663,60,8.61,Direct,Auto,27,IL,44,15,19182.17,1.0698,0
LOAN_026092,2022-09-01,202209,13,594,209332,0.4725,6,0.6895,0,17099,36,3.0,Partner,Home_Improvement,38,Other,23,0,15981.5,0.8824,0
LOAN_026093,2023-12-01,202312,9,722,52075,0.6166,9,0.4259,1,21107,60,14.82,Partner,Debt_Consolidation,16,IL,59,15,16122.94,1.0894,0
LOAN_026094,2024-04-01,202404,23,560,40917,0.7127,8,0.1143,1,13134,36,17.05,Direct,Home_Improvement,17,GA,56,15,7742.82,1.1383,0
LOAN_026095,2022-07-01,202207,17,550,66785,0.7163,12,0.7059,3,4190,36,17.02,Partner,Home_Improvement,38,CA,66,0,2224.59,1.0536,0
LOAN_026096,2021-12-01,202112,6,686,53211,0.406,7,0.3247,0,39177,36,16.41,Mail,Debt_Consolidation,0,Other,22,0,23129.63,0.8659,0
LOAN_026097,2023-04-01,202304,22,759,62164,0.4968,9,0.2474,1,34355,60,3.33,Partner,Debt_Consolidation,23,CA,72,0,31231.66,1.0149,0
LOAN_026098,2021-11-01,202111,17,806,18800,0.5155,7,0.4923,3,34257,36,19.39,Direct,Auto,30,NY,69,0,30791.23,0.8173,0
LOAN_026099,2024-01-01,202401,21,604,41471,0.4196,11,0.5885,1,43652,36,16.89,Direct,Personal,20,Other,57,0,31425.5,1.1017,0
LOAN_026100,2023-04-01,202304,20,573,30729,0.565,7,0.6691,2,38437,36,8.08,Direct,Personal,20,CA,42,0,34862.65,1.0326,0
LOAN_026101,2023-11-01,202311,1,778,176517,0.6183,2,0.6617,1,5889,36,5.52,Partner,Debt_Consolidation,33,CA,31,0,4272.53,0.947,0
LOAN_026102,2024-08-01,202408,24,669,37121,0.1329,7,0.4141,1,6565,60,9.3,Direct,Auto,7,Other,69,0,5421.37,1.0686,0
LOAN_026103,2022-03-01,202203,7,835,31309,0.4365,4,0.3676,2,43925,36,5.67,Partner,Personal,30,GA,47,15,23435.27,1.1967,0
LOAN_026104,2022-04-01,202204,22,760,95501,0.0693,11,0.426,2,31445,36,18.49,Direct,Home_Improvement,30,FL,23,0,24814.73,0.8812,0
LOAN_026105,2024-09-01,202409,14,716,44310,0.5355,5,0.481,1,4895,60,12.44,Direct,Personal,21,Other,61,0,3087.55,1.0284,0
LOAN_026106,2021-07-01,202107,5,589,51718,0.2498,9,0.2337,2,32801,36,4.25,Mail,Debt_Consolidation,36,IL,36,0,24493.25,1.0809,0
LOAN_026107,2021-03-01,202103,20,789,17935,0.4216,10,0.3695,6,20340,60,14.76,Partner,Personal,15,Other,31,0,12785.29,0.9369,0
LOAN_026108,2023-07-01,202307,12,634,32942,0.682,4,0.8141,4,46139,36,3.0,Partner,Debt_Consolidation,23,Other,29,15,38918.36,1.0136,0
LOAN_026109,2021-12-01,202112,24,828,-1,0.3927,6,0.8043,3,10735,36,5.22,Partner,Debt_Consolidation,7,Other,72,0,5986.94,0.9766,0
LOAN_026110,2021-08-01,202108,4,791,62685,0.6249,5,0.5234,2,17784,36,8.35,Direct,Personal,7,CA,42,0,13952.57,1.1802,0
LOAN_026111,2023-01-01,202301,21,808,35862,0.7478,9,0.8231,2,22835,36,5.94,Partner,Auto,27,FL,59,0,16549.73,0.9644,0
LOAN_026112,2024-08-01,202408,2,750,16480,0.4053,8,0.3481,1,18247,60,8.17,Direct,Personal,20,GA,66,0,11187.16,1.1643,0
LOAN_026113,2023-11-01,202311,24,691,71400,0.032,11,0.5109,2,3853,60,5.47,Direct,Debt_Consolidation,17,Other,51,0,2555.91,0.9527,0
LOAN_026114,2021-12-01,202112,14,580,59092,0.4037,6,0.7932,0,49282,60,13.37,Direct,Personal,0,TX,56,0,25017.41,1.0748,0
LOAN_026115,2022-09-01,202209,23,796,29135,0.6216,6,0.4269,1,36184,36,17.17,Mail,Home_Improvement,39,Other,57,0,22649.81,0.922,0
LOAN_026116,2023-02-01,202302,8,555,69564,0.5666,6,0.2815,1,6011,36,15.88,Mail,Home_Improvement,27,CA,52,0,5616.17,0.9173,0
LOAN_026117,2021-02-01,202102,16,732,25441,0.3514,9,0.7061,3,37458,36,8.78,Partner,Debt_Consolidation,33,Other,23,0,25778.49,1.0866,0
LOAN_026118,2022-02-01,202202,16,785,54898,0.443,9,0.6825,5,26509,36,10.9,Direct,Home_Improvement,6,Other,61,0,26145.06,0.8979,0
LOAN_026119,2021-04-01,202104,12,667,16800,0.2919,4,0.3147,3,23977,60,16.34,Partner,Personal,12,Other,42,15,19214.03,0.8789,0
LOAN_026120,2022-05-01,202205,17,823,85668,0.6105,6,0.4036,0,23697,36,21.84,Direct,Debt_Consolidation,12,Other,66,0,16226.5,1.1845,0
LOAN_026121,2021-05-01,202105,19,671,62987,0.4707,5,0.0622,1,8825,36,17.3,Direct,Home_Improvement,26,NY,73,0,6515.18,0.9004,0
LOAN_026122,2022-12-01,202212,4,788,70790,0.2718,3,0.8291,3,23083,36,7.77,Partner,Home_Improvement,7,CA,58,0,14410.29,0.8314,0
LOAN_026123,2021-07-01,202107,12,99999,52393,0.4181,8,0.7812,3,33746,36,17.07,Direct,Home_Improvement,31,FL,69,0,18521.13,0.9205,0
LOAN_026124,2022-11-01,202211,6,749,58141,0.1038,12,0.4838,2,41986,36,22.35,Direct,Personal,7,Other,52,0,34533.89,1.1881,0
LOAN_026125,2022-05-01,202205,3,694,62503,0.5111,6,0.0928,0,17149,60,8.73,Direct,Debt_Consolidation,25,GA,63,0,13047.28,1.1588,0
LOAN_026126,2021-12-01,202112,12,836,25541,0.3458,11,0.5497,3,26455,36,3.0,Direct,Personal,36,Other,59,0,17901.78,1.1845,0
LOAN_026127,2021-11-01,202111,16,643,68831,0.5382,10,0.5469,4,48165,36,20.59,Direct,Auto,2,GA,48,0,41444.39,0.9205,0
LOAN_026128,2021-11-01,202111,7,771,25689,0.0893,7,0.5314,1,45083,36,21.04,Partner,Home_Improvement,31,TX,72,15,23116.78,0.9784,0
LOAN_026129,2023-10-01,202310,2,807,168954,0.2667,6,0.4617,4,35846,60,19.77,Partner,Debt_Consolidation,17,GA,72,0,19346.4,1.1446,0
LOAN_026130,2024-01-01,202401,24,706,58899,0.1794,13,0.4358,3,11544,60,5.47,Partner,Personal,14,Other,64,0,7919.81,1.0158,0
LOAN_026131,2023-05-01,202305,15,693,104020,0.755,10,0.5845,0,11223,36,21.31,Direct,Auto,26,Other,48,0,7907.48,1.0127,0
LOAN_026132,2023-12-01,202312,1,747,29179,0.2804,8,0.2747,2,20766,36,12.11,Direct,Personal,6,Other,53,15,19637.06,1.0814,0
LOAN_026133,2023-03-01,202303,0,631,61093,0.4065,10,0.4494,2,32861,36,3.0,Direct,Debt_Consolidation,11,Other,48,0,32369.15,0.9843,0
LOAN_026134,2024-06-01,202406,7,626,38279,0.4659,5,0.9197,3,42967,36,14.37,Direct,Auto,30,NY,33,0,24297.46,1.1693,0
LOAN_026135,2022-10-01,202210,2,813,57150,0.6919,5,0.0815,2,38238,36,6.72,Partner,Debt_Consolidation,4,FL,38,0,37718.28,0.8393,0
LOAN_026136,2021-02-01,202102,16,838,53798,0.6035,9,0.6744,2,29794,36,29.02,Direct,Debt_Consolidation,0,CA,58,0,22355.07,0.8354,0
LOAN_026137,2023-12-01,202312,18,684,53844,0.2064,5,0.6298,3,23840,36,26.56,Direct,Personal,30,Other,57,0,13880.58,0.8775,0
LOAN_026138,2023-06-01,202306,23,574,17738,0.3538,8,0.7831,1,32232,36,3.0,Direct,Debt_Consolidation,39,Other,37,0,17249.34,1.1099,0
LOAN_026139,2021-07-01,202107,15,744,63226,0.3811,7,0.9071,0,26453,60,3.0,Partner,Debt_Consolidation,17,FL,48,0,14193.49,0.9549,0
LOAN_026140,2021-12-01,202112,19,742,36934,0.1522,6,0.3049,3,40740,36,9.56,Direct,Business,2,Other,29,0,21512.55,0.9887,0
LOAN_026141,2021-03-01,202103,9,652,44958,0.2391,4,0.7719,4,26878,36,10.54,Partner,Debt_Consolidation,3,NY,73,0,26340.97,1.0346,0
LOAN_026142,2022-05-01,202205,22,608,104117,0.5579,3,0.24,1,10099,36,12.63,Partner,Debt_Consolidation,30,GA,62,0,8032.31,0.9191,0
LOAN_026143,2024-05-01,202405,23,794,29396,0.4702,6,0.5048,3,22123,36,14.6,Direct,Debt_Consolidation,33,Other,63,0,12272.91,1.098,0
LOAN_026144,2023-08-01,202308,14,560,45186,0.3991,10,0.4861,1,44078,36,9.62,Partner,Debt_Consolidation,1,FL,53,0,31712.72,0.9812,0
LOAN_026145,2021-08-01,202108,6,641,101662,0.1523,7,0.667,1,48193,36,6.65,Direct,Auto,1,Other,40,0,26656.02,0.8696,0
LOAN_026146,2022-11-01,202211,15,620,18594,0.1739,5,0.7885,0,33241,36,3.0,Direct,Personal,32,Other,46,0,19146.06,1.135,0
LOAN_026147,2024-02-01,202402,16,627,58302,0.3249,9,0.7399,0,15066,36,14.62,Partner,Debt_Consolidation,16,FL,24,0,12872.39,1.1276,0
LOAN_026148,2023-06-01,202306,19,811,86996,0.2874,8,0.36,1,43005,36,8.41,Direct,Auto,20,CA,56,0,31187.47,1.0714,0
LOAN_026149,2022-03-01,202203,12,684,130781,0.3287,9,0.399,1,2325,60,6.47,Direct,Personal,23,IL,49,0,2273.53,1.1492,0
LOAN_026150,2021-10-01,202110,9,708,32891,0.3265,8,0.6317,1,12694,36,15.98,Partner,Debt_Consolidation,3,IL,61,0,9232.02,0.9692,0
LOAN_026151,2024-02-01,202402,8,663,47784,0.7174,10,0.2927,2,36950,36,18.28,Partner,Business,34,Other,49,15,29007.7,0.9225,0
LOAN_026152,2022-03-01,202203,6,768,161170,0.5065,10,0.48,1,46949,60,21.33,Partner,Personal,10,NY,56,30,9300.56,3.1584,1
LOAN_026153,2023-06-01,202306,11,572,26026,0.3156,7,0.6996,3,47337,60,14.9,Partner,Debt_Consolidation,31,CA,24,0,36686.76,0.9444,0
LOAN_026154,2023-02-01,202302,0,718,47731,0.2458,6,0.4681,0,3432,36,25.29,Direct,Personal,13,Other,29,15,2075.22,0.9978,0
LOAN_026155,2024-09-01,202409,23,585,169722,0.5429,7,0.6945,2,15691,60,8.2,Mail,Business,25,FL,40,15,14366.58,0.9136,0
LOAN_026156,2022-02-01,202202,15,734,45693,0.1655,6,0.3792,2,41869,36,18.85,Direct,Debt_Consolidation,30,Other,68,0,35863.35,1.0774,0
LOAN_026157,2021-03-01,202103,3,584,28134,0.3783,10,0.9277,1,44076,36,12.06,Direct,Debt_Consolidation,24,Other,21,15,28155.9,0.834,0
LOAN_026158,2023-12-01,202312,13,599,48569,0.11,5,0.2215,4,14813,36,14.42,Partner,Debt_Consolidation,7,GA,48,0,8532.36,0.9227,0
LOAN_026159,2023-02-01,202302,22,795,82440,0.5196,7,0.7326,1,4987,60,8.0,Direct,Debt_Consolidation,18,FL,72,0,3039.5,0.9886,0
LOAN_026160,2022-02-01,202202,21,761,22690,0.7224,9,0.3628,0,27957,36,17.79,Direct,Business,17,Other,45,0,26812.54,0.8439,0
LOAN_026161,2023-07-01,202307,22,719,36110,0.1062,5,0.5076,3,10703,60,8.5,Direct,Debt_Consolidation,35,Other,54,0,5474.61,0.9706,0
LOAN_026162,2022-02-01,202202,16,99999,102763,0.2609,4,0.67,6,45142,60,33.63,Partner,Personal,34,Other,47,0,34465.48,0.9012,0
LOAN_026163,2024-04-01,202404,11,707,-1,0.2632,13,0.5695,1,45797,36,10.54,Mail,Auto,26,GA,72,0,32248.48,1.117,0
LOAN_026164,2021-10-01,202110,14,802,-1,0.6932,11,0.7202,2,4907,60,8.7,Direct,Debt_Consolidation,4,TX,62,0,2513.26,1.1816,0
LOAN_026165,2021-09-01,202109,21,612,12051,0.3004,11,0.8964,0,14010,60,13.28,Mail,Personal,12,NY,48,15,11157.83,0.9197,0
LOAN_026166,2024-04-01,202404,11,587,18452,0.4631,7,0.2066,2,20020,36,12.02,Partner,Personal,21,GA,61,0,16804.16,0.9642,0
LOAN_026167,2024-07-01,202407,2,591,53190,0.6283,13,0.1759,1,23390,36,3.0,Mail,Auto,8,TX,56,0,18354.43,0.8914,0
LOAN_026168,2024-06-01,202406,9,643,127461,0.4761,6,0.0722,0,47927,36,15.1,Mail,Debt_Consolidation,15,NY,26,0,29965.52,1.1082,0
LOAN_026169,2022-06-01,202206,19,575,145836,0.1184,6,0.0052,3,45351,60,15.32,Mail,Personal,26,CA,27,0,42501.1,0.9064,0
LOAN_026170,2023-12-01,202312,16,811,35333,0.2055,5,0.2878,2,25336,60,21.99,Partner,Auto,13,IL,57,0,13775.8,1.1445,0
LOAN_026171,2023-12-01,202312,13,642,14062,0.3961,11,0.7977,1,40897,36,8.6,Partner,Auto,0,Other,40,0,24078.67,1.1083,0
LOAN_026172,2021-12-01,202112,12,683,55530,0.6845,11,0.7473,0,48519,60,13.58,Direct,Auto,0,GA,63,0,47044.28,1.0131,0
LOAN_026173,2024-04-01,202404,12,761,88599,0.2033,7,0.4047,1,9204,36,13.14,Direct,Personal,7,GA,24,0,7240.15,0.9478,0
LOAN_026174,2021-03-01,202103,7,99999,78867,0.598,10,0.5686,3,12667,36,20.07,Partner,Business,26,IL,61,15,6764.54,0.996,0
LOAN_026175,2022-06-01,202206,13,576,44397,0.0817,5,0.7057,1,34310,36,20.95,Partner,Auto,39,Other,51,0,21754.03,1.1688,0
LOAN_026176,2021-07-01,202107,1,771,92667,0.3701,9,0.6064,0,6959,36,9.6,Partner,Personal,31,Other,65,0,4294.83,1.1388,0
LOAN_026177,2023-07-01,202307,18,629,109660,0.0973,8,0.5434,3,20835,60,12.23,Direct,Debt_Consolidation,16,Other,44,0,13007.68,1.1648,0
LOAN_026178,2021-01-01,202101,22,756,51649,0.2997,11,0.5956,2,23132,36,27.1,Partner,Debt_Consolidation,30,NY,53,0,18027.65,1.172,0
LOAN_026179,2023-07-01,202307,1,653,92890,0.6993,5,0.8667,1,27444,36,3.0,Direct,Debt_Consolidation,10,Other,72,15,25639.22,0.8303,0
LOAN_026180,2022-01-01,202201,11,678,56542,0.452,11,0.4277,99,39975,36,3.0,Partner,Personal,15,Other,38,15,25771.75,0.8542,0
LOAN_026181,2023-05-01,202305,19,703,11009,0.5069,8,0.1813,4,18953,36,27.54,Mail,Debt_Consolidation,22,CA,43,0,12504.21,1.1843,0
LOAN_026182,2021-03-01,202103,11,665,25820,0.793,12,0.2813,1,27844,60,13.7,Direct,Home_Improvement,19,FL,71,15,15228.87,1.0439,0
LOAN_026183,2023-05-01,202305,22,777,30913,0.3194,6,0.3775,2,28034,36,20.17,Direct,Personal,17,Other,68,0,27817.36,1.1975,0
LOAN_026184,2023-11-01,202311,18,667,39466,0.3769,11,0.8145,0,40969,36,6.8,Partner,Debt_Consolidation,17,NY,49,0,23067.75,1.0419,0
LOAN_026185,2022-03-01,202203,15,630,52894,0.1255,8,0.8767,2,31200,60,3.0,Direct,Home_Improvement,23,Other,68,15,17263.54,1.1441,0
LOAN_026186,2022-09-01,202209,1,820,-1,0.1903,8,0.2044,1,28704,36,10.36,Partner,Personal,11,Other,66,0,24594.97,0.8362,0
LOAN_026187,2022-07-01,202207,7,788,28220,0.463,4,0.5021,3,19615,36,28.1,Partner,Personal,18,Other,73,0,14334.46,0.9525,0
LOAN_026188,2023-04-01,202304,1,699,41087,0.6236,10,0.3307,4,28463,36,18.52,Partner,Home_Improvement,22,GA,28,0,15705.62,0.8202,0
LOAN_026189,2021-04-01,202104,9,831,53082,0.2053,9,0.4726,0,4136,36,10.47,Direct,Personal,6,GA,43,0,3701.43,1.1906,0
LOAN_026190,2024-09-01,202409,15,686,37634,0.3622,14,0.3652,3,24620,36,13.68,Partner,Home_Improvement,7,TX,23,0,15356.68,0.8141,0
LOAN_026191,2022-01-01,202201,6,582,34837,0.0781,10,0.5813,2,26404,60,23.39,Mail,Personal,19,CA,30,0,22129.05,1.032,0
LOAN_026192,2022-03-01,202203,18,609,87451,0.6158,12,0.7001,2,6873,60,21.18,Partner,Home_Improvement,4,IL,63,0,5486.54,0.8416,0
LOAN_026193,2024-03-01,202403,19,736,133846,0.2487,8,0.3968,1,3927,36,16.07,Partner,Personal,3,CA,72,0,2380.06,0.9952,0
LOAN_026194,2023-08-01,202308,21,560,73209,0.3554,14,0.0888,1,24909,60,5.87,Partner,Personal,10,Other,68,0,20410.35,0.918,0
LOAN_026195,2021-03-01,202103,2,698,21230,0.4173,10,0.2249,5,46014,36,5.39,Partner,Personal,32,Other,58,0,44673.96,0.9269,0
LOAN_026196,2023-06-01,202306,16,719,32352,0.2871,8,0.038,1,6596,36,14.83,Direct,Home_Improvement,33,Other,58,0,4726.67,1.1539,0
LOAN_026197,2022-08-01,202208,7,807,13310,0.2982,5,0.4625,1,8633,36,10.58,Direct,Personal,23,IL,65,15,8397.39,1.1497,0
LOAN_026198,2021-02-01,202102,3,560,31485,0.3201,7,0.5522,3,14817,36,15.97,Direct,Personal,32,Other,71,15,11047.83,1.1278,0
LOAN_026199,2023-01-01,202301,0,728,77764,0.4394,5,0.4751,1,44872,36,15.48,Mail,Debt_Consolidation,23,Other,26,0,23769.5,1.0206,0
LOAN_026200,2021-11-01,202111,17,99999,83576,0.2679,10,0.2009,2,31219,36,24.83,Mail,Personal,24,IL,46,0,27256.55,0.8338,0
LOAN_026201,2021-01-01,202101,21,740,48947,0.7731,13,0.2492,4,32893,36,24.13,Mail,Home_Improvement,31,CA,30,0,28220.01,0.8144,0
LOAN_026202,2021-10-01,202110,0,596,16852,0.4085,5,0.4945,2,28194,60,6.09,Direct,Debt_Consolidation,39,TX,32,0,22233.02,0.9565,0
LOAN_026203,2022-05-01,202205,8,814,77068,0.6659,7,0.6758,3,2628,36,9.91,Direct,Personal,18,TX,36,0,2500.41,1.0807,0
LOAN_026204,2023-06-01,202306,13,781,68746,0.4592,11,0.5742,3,1543,36,10.05,Mail,Auto,19,CA,63,0,839.23,1.1833,0
LOAN_026205,2023-11-01,202311,6,719,22136,0.4439,7,0.3365,1,44102,36,19.08,Direct,Business,22,IL,51,0,39926.25,1.0043,0
LOAN_026206,2022-07-01,202207,7,719,74897,0.2973,8,0.7613,1,14313,36,11.2,Partner,Auto,7,CA,27,0,13915.19,0.8531,0
LOAN_026207,2023-10-01,202310,7,678,44201,0.1087,7,0.5976,1,6468,60,8.79,Partner,Auto,28,CA,74,0,6401.45,1.1143,0
LOAN_026208,2023-08-01,202308,21,99999,23054,0.5456,8,0.6604,99,27612,36,6.58,Direct,Business,33,TX,47,0,25610.97,1.0167,0
LOAN_026209,2021-12-01,202112,23,661,36004,0.6926,12,0.3781,1,16843,36,20.56,Direct,Debt_Consolidation,16,CA,48,0,15368.87,0.9971,0
LOAN_026210,2024-07-01,202407,22,99999,43951,0.6868,7,0.5228,1,2512,36,16.71,Partner,Home_Improvement,35,TX,65,0,1912.84,0.8054,0
LOAN_026211,2022-05-01,202205,0,647,53196,0.6106,6,0.2537,0,7016,36,7.83,Partner,Home_Improvement,25,Other,73,0,3703.76,0.9685,0
LOAN_026212,2021-06-01,202106,2,622,25308,0.1554,8,0.8024,2,21010,36,11.79,Direct,Personal,9,Other,47,0,17091.8,1.099,0
LOAN_026213,2022-01-01,202201,8,661,41281,0.4345,6,0.6094,3,15041,60,24.3,Direct,Auto,12,CA,63,0,7691.86,0.8535,0
LOAN_026214,2024-03-01,202403,7,566,35536,0.1948,8,0.4166,2,2704,36,10.27,Direct,Debt_Consolidation,32,TX,73,15,1511.81,0.8202,0
LOAN_026215,2022-10-01,202210,4,99999,59595,0.5156,5,0.3111,5,34386,36,5.47,Partner,Auto,4,CA,37,0,17863.72,1.1142,0
LOAN_026216,2021-11-01,202111,0,712,95783,0.0767,13,0.1178,2,37473,36,5.84,Partner,Debt_Consolidation,39,NY,56,0,32604.56,1.1791,0
LOAN_026217,2021-07-01,202107,1,651,50805,0.457,6,0.3007,2,33186,36,16.95,Partner,Personal,19,GA,68,0,31170.51,1.0699,0
LOAN_026218,2024-09-01,202409,9,741,24543,0.2046,13,0.6576,4,7287,36,5.01,Direct,Debt_Consolidation,20,TX,31,0,6106.12,0.9189,0
LOAN_026219,2024-09-01,202409,13,660,134892,0.4095,5,0.3933,2,24802,36,9.09,Direct,Business,38,Other,54,0,20101.17,0.9802,0
LOAN_026220,2022-09-01,202209,14,663,67800,0.3784,7,0.3698,2,2549,60,3.0,Direct,Personal,27,Other,62,15,2328.4,1.1656,0
LOAN_026221,2021-01-01,202101,9,792,82798,0.3947,7,0.4806,3,19599,60,9.67,Partner,Debt_Consolidation,30,GA,44,0,17836.54,1.0897,0
LOAN_026222,2023-06-01,202306,8,726,80071,0.1521,4,0.648,1,10419,60,3.0,Direct,Business,4,Other,47,0,7690.1,1.1672,0
LOAN_026223,2022-07-01,202207,11,746,18530,0.3079,5,0.3529,4,32862,36,3.0,Direct,Debt_Consolidation,28,FL,34,0,29553.08,1.0342,0
LOAN_026224,2023-05-01,202305,9,561,46306,0.4936,11,0.6863,0,22531,60,10.38,Partner,Personal,36,Other,67,0,19825.34,0.9165,0
LOAN_026225,2023-11-01,202311,23,819,27686,0.2566,9,0.0907,1,15220,60,14.38,Partner,Debt_Consolidation,36,NY,63,0,10442.63,1.0161,0
LOAN_026226,2022-08-01,202208,8,815,36870,0.5925,5,0.7953,2,3365,36,14.58,Partner,Business,25,IL,58,15,1846.31,0.9144,0
LOAN_026227,2023-12-01,202312,17,738,58427,0.4181,9,0.8011,2,22465,60,12.71,Mail,Debt_Consolidation,23,Other,45,0,19982.94,1.1811,0
LOAN_026228,2024-03-01,202403,18,641,108051,0.2674,8,0.8876,2,11275,36,5.58,Direct,Home_Improvement,5,TX,62,15,9216.81,0.982,0
LOAN_026229,2021-01-01,202101,18,697,39157,0.6224,8,0.5806,2,8192,60,16.97,Mail,Personal,10,TX,51,0,6906.84,0.8925,0
LOAN_026230,2022-11-01,202211,16,701,53870,0.2006,8,0.7421,99,15003,36,3.0,Partner,Home_Improvement,14,TX,60,0,12130.07,1.1994,0
LOAN_026231,2023-07-01,202307,1,576,30248,0.1806,9,0.7985,8,16044,60,11.19,Partner,Personal,32,NY,58,0,9102.16,0.8214,0
LOAN_026232,2023-11-01,202311,9,751,84693,0.9141,10,0.3951,0,46807,60,13.48,Mail,Personal,26,NY,58,0,26632.77,0.8797,0
LOAN_026233,2024-09-01,202409,4,565,62676,0.3011,8,0.3368,3,46354,36,23.84,Partner,Personal,28,Other,29,15,45243.7,0.8714,0
LOAN_026234,2022-10-01,202210,6,727,20502,0.581,6,0.5767,4,44249,36,16.14,Direct,Personal,30,Other,40,0,31574.18,1.1054,0
LOAN_026235,2021-07-01,202107,5,573,94030,0.2028,4,0.2032,1,40614,36,9.71,Direct,Personal,13,Other,24,0,36901.26,1.1098,0
LOAN_026236,2023-09-01,202309,1,768,-1,0.4317,4,0.7165,4,46353,60,16.7,Direct,Debt_Consolidation,21,CA,26,0,26518.09,0.848,0
LOAN_026237,2024-09-01,202409,7,736,127072,0.245,12,0.7842,3,40211,60,7.0,Partner,Home_Improvement,6,FL,43,0,39730.18,1.1594,0
LOAN_026238,2023-12-01,202312,3,842,65716,0.5975,5,0.5003,2,20286,36,9.71,Direct,Debt_Consolidation,12,CA,42,0,16727.48,1.0872,0
LOAN_026239,2024-08-01,202408,17,625,99490,0.1057,4,0.6338,1,38985,60,11.08,Direct,Debt_Consolidation,20,Other,41,0,23301.28,0.8701,0
LOAN_026240,2021-07-01,202107,3,647,137129,0.5274,7,0.6783,4,35113,60,4.64,Direct,Debt_Consolidation,11,Other,64,0,33901.17,1.0076,0
LOAN_026241,2023-03-01,202303,7,99999,42611,0.7531,3,0.4568,3,11496,60,11.77,Mail,Home_Improvement,2,FL,27,15,11226.89,1.018,0
LOAN_026242,2021-02-01,202102,16,785,84725,0.5172,5,0.4413,3,26944,36,14.6,Partner,Debt_Consolidation,18,Other,28,15,23571.74,0.8226,0
LOAN_026243,2022-05-01,202205,24,816,27292,0.6085,9,0.7478,7,43846,36,4.36,Direct,Auto,26,TX,22,0,41750.29,1.0619,0
LOAN_026244,2021-01-01,202101,13,674,34353,0.7375,6,0.6515,2,34167,36,7.2,Direct,Debt_Consolidation,18,Other,40,15,24887.3,1.0429,0
LOAN_026245,2023-06-01,202306,7,774,25953,0.2302,7,0.6264,3,3208,60,13.68,Direct,Auto,27,Other,63,15,2540.36,0.8027,0
LOAN_026246,2022-10-01,202210,13,577,259778,0.5602,8,0.6821,0,26262,36,4.62,Direct,Business,15,GA,70,15,18990.36,0.9119,0
LOAN_026247,2023-04-01,202304,7,780,43486,0.6405,10,0.5129,1,42264,36,25.53,Direct,Personal,12,Other,60,0,35201.31,1.0245,0
LOAN_026248,2023-09-01,202309,24,644,79510,0.374,6,0.3012,3,10020,36,16.53,Direct,Auto,17,Other,37,0,7629.73,0.9607,0
LOAN_026249,2023-02-01,202302,13,771,28827,0.6252,8,0.4051,99,12223,60,17.87,Partner,Debt_Consolidation,16,NY,52,0,11302.43,1.1793,0
LOAN_026250,2023-11-01,202311,22,685,40190,0.3385,7,0.4681,2,23137,60,8.91,Partner,Personal,15,NY,72,0,14289.53,0.8736,0
LOAN_026251,2021-11-01,202111,10,735,160254,0.3075,7,0.5701,1,44672,36,21.04,Direct,Personal,6,Other,55,0,39725.71,0.8959,0
LOAN_026252,2021-07-01,202107,8,808,81358,0.4431,9,0.1808,4,39082,60,20.2,Direct,Home_Improvement,25,NY,28,0,34304.59,1.1141,0
LOAN_026253,2023-04-01,202304,16,696,19086,0.596,6,0.1262,0,33078,36,24.86,Direct,Personal,9,Other,27,0,28861.22,0.9185,0
LOAN_026254,2023-01-01,202301,16,779,71120,0.8277,10,0.5107,2,16514,60,10.79,Direct,Home_Improvement,11,FL,62,0,15819.26,1.044,0
